Unnamed: 0,Source,Datetime,Username,Review,Region,Sentiment
3771,Facebook YAPPakistan,2022-08-29 00:00:00,Arslan,launch ty kr diyoo phly hi roula paai jandy o,,positive
3772,Facebook YAPPakistan,2022-08-29 00:00:00,Abdul Rehman,2050 tak yehi milega dekhne ko,,positive
3773,Facebook YAPPakistan,2022-08-29 00:00:00,Ray Danish Ali,ana kab hai ye to kab se dekh rhy bhai,,positive
3774,Facebook YAPPakistan,2022-08-22 00:00:00,Khurram Iqbal,when you are launching,,negative
3775,Facebook YAPPakistan,2022-08-22 00:00:00,Choudhary Ali Hassan Arain,when you started your services,,negative
3776,Facebook YAPPakistan,2022-08-29 00:00:00,Rafiq Df ZAin,available yap please pakistan,,positive
3777,Facebook YAPPakistan,2022-08-22 00:00:00,Zarak Khan,launch date,,positive
3778,Facebook YAPPakistan,2022-08-29 00:00:00,Muhammad Hammad Shakir,when you launch your service,,negative
3779,Facebook YAPPakistan,2022-08-29 00:00:00,Saqib Ali,when you started your service,,negative
3780,Facebook YAPPakistan,2022-08-22 00:00:00,Tayyab Sadiq Bhatti,2027,,positive
3781,Facebook YAPPakistan,2022-08-29 00:00:00,على اشرف,i need chak book,,negative
3782,Facebook YAPPakistan,2022-08-29 00:00:00,Mohiz Khan,dubai main flop hone k baad ab pakistan main launch kr rhe ho ,,positive
3783,Facebook YAPPakistan,2022-08-29 00:00:00,Syed Mehfooz Ali Shah,yap please early access give me i am top fan,,positive
3784,Facebook YAPPakistan,2022-08-29 00:00:00,Hamza Khan Bangash,yap please live your waitlist  please top fan me your yap  yap is the best e wallet in the future ,,positive
3785,Facebook YAPPakistan,2022-08-22 00:00:00,Adnan Rafeeq,expert wallet kb mily ga ,,negative
3786,Facebook YAPPakistan,2022-08-22 00:00:00,Usama Iqbal,nan,,positive
3787,Facebook YAPPakistan,2022-08-22 00:00:00,Zohaib Shah,nan,,positive
3788,Facebook YAPPakistan,2022-08-22 00:00:00,Hamza Khan Bangash,yap zindabaad ,,positive
3789,Facebook YAPPakistan,2022-08-22 00:00:00,Tayyab Sadiq Bhatti,2027,,positive
3790,Facebook YAPPakistan,2022-08-22 00:00:00,Usman Gulzar,when yap will be starting its services in pakistan,,positive
3791,Facebook YAPPakistan,2022-08-22 00:00:00,Abdul Rehman,2050 mein,,positive
3792,Facebook YAPPakistan,2022-08-22 00:00:00,Mehar Muzamil Mzb,yess absolutely we are waiting for you ab waitlisters ko to onboard krdo sir ,,positive
3793,Facebook YAPPakistan,2022-08-22 00:00:00,Raja Zeeshan,kb lounch hoga yap pura pakistan wait kr raha ha  yappakistan,,positive
3794,Facebook YAPPakistan,2022-08-22 00:00:00,Maaz Imran,ham intazar kr kr k bhurhy ho gay han,,negative
3795,Facebook YAPPakistan,2022-08-22 00:00:00,Muhammad Uzair Jhandir,when lunch the service in pakistan we are waiting,,positive
3796,Facebook YAPPakistan,2022-08-22 00:00:00,Zeeshan Bashir,pakistani nmber par account kab signup kr sken gy,,negative
3797,Facebook YAPPakistan,2022-08-22 00:00:00,Syed Muhammad Hassaan,coming soon ,,positive
3798,Facebook YAPPakistan,2022-08-22 00:00:00,Animator Faizan,yap pakistan don t worry we waiting for you until 2025 ,,positive
3799,Facebook YAPPakistan,2022-08-22 00:00:00,Zeeshan,yar launch bhi kr do,,positive
3800,Facebook YAPPakistan,2022-08-22 00:00:00,Ali Khan,when available in beta,,positive
3801,Facebook YAPPakistan,2022-08-22 00:00:00,Umar Asghar,wen launch,,positive
3802,Facebook YAPPakistan,2022-08-22 00:00:00,M Ămjađ Băľøčh,how create account,,negative
3803,Facebook YAPPakistan,2022-08-22 00:00:00,Husnain M. Balouch,husnain m balouch,,negative
3804,Facebook YAPPakistan,2022-08-22 00:00:00,Åhmåř Ķhåŋ,waiting yap ,,negative
3805,Facebook YAPPakistan,2022-08-22 00:00:00,Aamir Faheem,what is difference betweens pakistani bank s,,negative
3806,Facebook YAPPakistan,2022-08-12 00:00:00,Adnan Rafeeq,ab yap ku b azaad kr he do kafi arsy sy qaid mn ha ,,positive
3807,Facebook YAPPakistan,2022-08-12 00:00:00,AbdulRehman Jewellery Wala,       ,,positive
3808,Facebook YAPPakistan,2022-08-12 00:00:00,Muhammad Usman,salam pakistan  yap ,,positive
3809,Facebook YAPPakistan,2022-08-12 00:00:00,Syed Mehfooz Ali Shah,pakistan zindabad  yap ,,positive
3810,Facebook YAPPakistan,2022-08-12 00:00:00,Hamza Khan Bangash,nan,,positive
3811,Facebook YAPPakistan,2022-08-12 00:00:00,AbdulRehman Jewellery Wala,abdulrehman jewellery wala,,positive
3812,Facebook YAPPakistan,2022-08-12 00:00:00,Naeem Malik,when will your service available in pakistan yap,,positive
3813,Facebook YAPPakistan,2022-08-12 00:00:00,Abdul Akbar,bhai yap ko kab azad krwa rahe ho ap log,,positive
3814,Facebook YAPPakistan,2022-08-12 00:00:00,Muhammad Sohaib Javed,when will yap be released the wait is over mounting,,negative
3815,Facebook YAPPakistan,2022-08-22 00:00:00,Mustafa Farooq,yap when is android app releasing,,negative
3816,Facebook YAPPakistan,2022-08-12 00:00:00,Najeeb Ahmed,yap launch time and date,,positive
3817,Facebook YAPPakistan,2022-08-12 00:00:00,Ahmed Memon,yap pakistan i am waiting for you,,positive
3818,Facebook YAPPakistan,2022-08-12 00:00:00,Ch Aqib,hashtags azadiy up,,positive
3819,Facebook YAPPakistan,2022-08-22 00:00:00,Sundarlal S B,sbcg,,positive
3820,Facebook YAPPakistan,2022-08-12 00:00:00,Mehar Muzamil Mzb,pakistan independence ki waja se aap bhi apna logo green krain,,negative
3821,Facebook YAPPakistan,2022-08-12 00:00:00,Syed Mehfooz Ali Shah,yap can t wait ,,negative
3822,Facebook YAPPakistan,2022-08-12 00:00:00,Syed Mahad Shah,waiting ,,negative
3823,Facebook YAPPakistan,2022-08-12 00:00:00,Malik Hani,bas thora aur wait  we are coming soon ,,positive
3824,Facebook YAPPakistan,2022-08-12 00:00:00,AbdulRehman Jewellery Wala,nan,,positive
3825,Facebook YAPPakistan,2022-08-12 00:00:00,Hamza Khan Bangash,yap  excellent can t wait ,,positive
3826,Facebook YAPPakistan,2022-08-12 00:00:00,Zohaib Shahzad,yap is brilliant i just loved the interface of the app and the possibilities are infinite thanks for early access,,positive
3827,Facebook YAPPakistan,2022-08-12 00:00:00,Muhammad Essa,when will your debit card will come,,negative
3828,Facebook YAPPakistan,2022-08-12 00:00:00,Zohaib Shah,nan,,positive
3829,Facebook YAPPakistan,2022-08-12 00:00:00,Muhammad Asif,pakistan mai kb launch hoga,,positive
3830,Facebook YAPPakistan,2022-08-12 00:00:00,Abdul Rehman,50 saal yehi dekhne ko mile ga,,positive
3831,Facebook YAPPakistan,2022-08-12 00:00:00,Animator Faizan,i think there is still 1 year of wait ,,negative
3832,Facebook YAPPakistan,2022-08-12 00:00:00,Muhammad Hammad Shakir,tell us lunching program,,negative
3833,Facebook YAPPakistan,2022-08-12 00:00:00,Hamza Khan,8 9 months baad early access start hoga yap ka,,positive
3834,Facebook YAPPakistan,2022-08-12 00:00:00,Mohsin Ali,any timeframe,,positive
3835,Facebook YAPPakistan,2022-08-12 00:00:00,Malik Muzammil,when you are launching,,negative
3836,Facebook YAPPakistan,2022-08-12 00:00:00,Bilal Saeed,how make account,,negative
3837,Facebook YAPPakistan,2022-08-12 00:00:00,Åhmåř Ķhåŋ,waiting ,,negative
3838,Facebook YAPPakistan,2022-08-12 00:00:00,Tayyab Sadiq Bhatti,maffi h,,negative
3839,Facebook YAPPakistan,2022-08-12 00:00:00,Adnan Rafeeq,waiting for our new friend  yap,,positive
3840,Facebook YAPPakistan,2022-08-12 00:00:00,AbdulRehman Jewellery Wala,hepphi ,,positive
3841,Facebook YAPPakistan,2022-08-12 00:00:00,Syed Mahad Shah,nan,,positive
3842,Facebook YAPPakistan,2022-08-12 00:00:00,Åhmåř Ķhåŋ,waiting ,,negative
3843,Facebook YAPPakistan,2022-08-12 00:00:00,Hamza Khan Bangash,can t wait yap  wait list  yap waiting your response ,,negative
3844,Facebook YAPPakistan,2022-08-12 00:00:00,Muhammad Usman,happy friendship day  adnan rafeeq ,,positive
3845,Facebook YAPPakistan,2022-08-12 00:00:00,Malik Hani,my friend from dubai yap pakistan coming soon ,,positive
3846,Facebook YAPPakistan,2022-08-12 00:00:00,Mohsin Bilal Mohsin,when you start,,negative
3847,Facebook YAPPakistan,2022-08-12 00:00:00,Syed Fahad Hashmi,sign up he kra lou,,positive
3848,Facebook YAPPakistan,2022-08-12 00:00:00,Muhammad Hammad Shakir,wait list to open krdo ab yap pakistan,,negative
3849,Facebook YAPPakistan,2022-08-12 00:00:00,Najeeb Ahmed,kab start hoga pakistan men,,positive
3850,Facebook YAPPakistan,2022-08-12 00:00:00,Zarak Khan,wait list,,negative
3851,Facebook YAPPakistan,2022-08-12 00:00:00,Ghani Rehman,me allrady account yap,,negative
3852,Facebook YAPPakistan,2022-07-12 00:00:00,Adnan Rafeeq,kinda excited to join yap ,,positive
3853,Facebook YAPPakistan,2022-07-12 00:00:00,Lal Khan,it s oky to be a last mover but at least be a fast mover,,positive
3854,Facebook YAPPakistan,2022-07-12 00:00:00,Abdul Rehman,kam se kam 50 saal lag jayeinge,,positive
3855,Facebook YAPPakistan,2022-08-12 00:00:00,Hamza Khan Bangash,yeyyyy hurrey very excited yap ,,positive
3856,Facebook YAPPakistan,2022-07-12 00:00:00,Syed Mehfooz Ali Shah,very excited ,,positive
3857,Facebook YAPPakistan,2022-07-12 00:00:00,AbdulRehman Jewellery Wala,      ,,positive
3858,Facebook YAPPakistan,2022-08-12 00:00:00,Mahnam Khan,yay,,positive
3859,Facebook YAPPakistan,2022-07-12 00:00:00,Mubashar Riaz,eik bar a ja a ja a ja a ja a hi ja,,positive
3860,Facebook YAPPakistan,2022-07-12 00:00:00,Syed Mahad Shah,nan,,positive
3861,Facebook YAPPakistan,2022-07-12 00:00:00,Ghani Rehman,    ,,positive
3862,Facebook YAPPakistan,2022-07-12 00:00:00,Lal Khan,pakistan mein launch pta nai kb ho gii,,negative
3863,Facebook YAPPakistan,2022-07-12 00:00:00,Zeeshan Ali,nan,,positive
3864,Facebook YAPPakistan,2022-07-12 00:00:00,Asadullah Farooq,why are you guys making us wait ,,negative
3865,Facebook YAPPakistan,2022-07-12 00:00:00,Bilal Mehar,yar kab launch kr rhy ho meko aik or free card chahiye  just chilling bro,,positive
3866,Facebook YAPPakistan,2022-07-12 00:00:00,Maaz Imran,is janam ma launch ho jay ga na,,positive
3867,Facebook YAPPakistan,2022-07-12 00:00:00,Wasim Karbalayi,when is yap launching in pakistan any expected dates,,negative
3868,Facebook YAPPakistan,2022-07-12 00:00:00,SuFyan ChauDhary,how long to wait,,negative
3869,Facebook YAPPakistan,2022-07-12 00:00:00,Hamad Ahmad,what about a virtual card for under 18 with smart cards,,negative
3870,Facebook YAPPakistan,2022-07-12 00:00:00,Ayaz Malik,pakistan ka number per account open ho ga sir,,negative
3871,Facebook YAPPakistan,2022-07-12 00:00:00,Umar Nazir,where to register,,negative
3872,Facebook YAPPakistan,2022-08-12 00:00:00,Qasim Saeed,kitna wait krian gy or,,positive
3873,Facebook YAPPakistan,2022-07-12 00:00:00,Wasif Khan,how long to wait,,negative
3874,Facebook YAPPakistan,2022-07-12 00:00:00,Sheikh Fasil,bhai launch krdo,,negative
3875,Facebook YAPPakistan,2022-07-12 00:00:00,Nasir,not available in pakistan,,negative
3876,Facebook YAPPakistan,2022-07-12 00:00:00,Mehar Muzamil Mzb,we are pakistanies supper exited to use yap services,,negative
3877,Facebook YAPPakistan,2022-07-12 00:00:00,Hassan Mustafa,still you havent disclosed the features which makes it different from rest of your competitors like sadapay nayapay etc,,negative
3878,Facebook YAPPakistan,2022-08-12 00:00:00,Ahmed Memon,we are pakistanis supper exited to use yap services,,negative
3879,Facebook YAPPakistan,2022-07-12 00:00:00,Ghani Rehman,  ,,positive
3880,Facebook YAPPakistan,2022-07-12 00:00:00,Lal Khan,sir there are already so wonderful digital wallets in pakistan like sadapay nayapay tagme if you want to become popular in ecosystem then you will have to introduce something new and more advance,,positive
3881,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Usman,congratulations yap pakistan ,,positive
3882,Facebook YAPPakistan,2022-08-12 00:00:00,Ahmed Memon,congratulations and best wishes  keep up the amazing work and keep doing your best yap pakistan proud of you ,,positive
3883,Facebook YAPPakistan,2022-07-12 00:00:00,Mehar Muzamil Mzb,congratulations ,,positive
3884,Facebook YAPPakistan,2022-08-12 00:00:00,Qasim Saeed,congratulations and best of luck,,positive
3885,Facebook YAPPakistan,2022-08-12 00:00:00,Ahmed Memon,congratulations,,positive
3886,Facebook YAPPakistan,2022-07-12 00:00:00,AL Zrar Clicker,al zrar clicker,,positive
3887,Facebook YAPPakistan,2022-07-12 00:00:00,Syed Mehfooz Ali Shah,congratulations yap pakistan ,,positive
3888,Facebook YAPPakistan,2022-07-12 00:00:00,Junaid Khan Jamali,congratulations ,,positive
3889,Facebook YAPPakistan,2022-07-12 00:00:00,Sajid Mustaqeem,congratulations  now start waiting list,,negative
3890,Facebook YAPPakistan,2022-07-12 00:00:00,Zarak Khan,congratulations,,positive
3891,Facebook YAPPakistan,2022-07-12 00:00:00,Mʀ Pɘʀʆɘct,congratulations,,positive
3892,Facebook YAPPakistan,2022-07-12 00:00:00,Zeeshan Ali,congratulations,,positive
3893,Facebook YAPPakistan,2022-07-12 00:00:00,Syed Haider Ali Shah,congratulations yap pakistan,,positive
3894,Facebook YAPPakistan,2022-07-12 00:00:00,Hamza Khan Bangash,congrats yap ,,positive
3895,Facebook YAPPakistan,2022-07-12 00:00:00,Hâmm AD,nan,,positive
3896,Facebook YAPPakistan,2022-07-12 00:00:00,Zohaib Shah,good,,positive
3897,Facebook YAPPakistan,2022-07-12 00:00:00,Mansoor Ali,congratulations yap pakistan,,positive
3898,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Hammad Shakir,congratulations yap pakistan,,positive
3899,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Usman,ab early access start kr do plzz ,,negative
3900,Facebook YAPPakistan,2022-07-12 00:00:00,Umar Asghar,looking forward to becoming the one of the few users to get onboarded immediately ,,positive
3901,Facebook YAPPakistan,2022-07-12 00:00:00,Adnan Rafeeq,muhammad usman check ,,positive
3902,Facebook YAPPakistan,2022-07-12 00:00:00,Husnain M. Balouch,when pilot phase is starting,,negative
3903,Facebook YAPPakistan,2022-07-12 00:00:00,Abdul Rehman,hay maze aye gi kab 50 saal lag jayein ge,,positive
3904,Facebook YAPPakistan,2022-07-12 00:00:00,Zeeshan Ali,please give access,,negative
3905,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Usman,can t wait ,,negative
3906,Facebook YAPPakistan,2022-07-12 00:00:00,Hamza Khan Bangash,nan,,positive
3907,Facebook YAPPakistan,2022-07-12 00:00:00,Mehar Muzamil Mzb,so much interested,,positive
3908,Facebook YAPPakistan,2022-07-12 00:00:00,Sajid Mustaqeem,aur intizaar nai hota ab,,negative
3909,Facebook YAPPakistan,2022-07-12 00:00:00,Syed Mehfooz Ali Shah,welcome to pakistan yap,,positive
3910,Facebook YAPPakistan,2022-07-12 00:00:00,Amdad Sajaann Amdad Aajaann,detail,,positive
3911,Facebook YAPPakistan,2022-07-12 00:00:00,Malik Hani,coming soon  ,,positive
3912,Facebook YAPPakistan,2022-07-12 00:00:00,Mehar Muzamil Mzb,so happy  with your services supper exited please ab jaldi early access de dejiye ,,positive
3913,Facebook YAPPakistan,2022-07-12 00:00:00,Malik Hani,yap pakistan sabar ka phal meetha hota hai wait please bahut jald early access start ho rha hai,,positive
3914,Facebook YAPPakistan,2022-07-12 00:00:00,Syed Mehfooz Ali Shah,best wishes,,positive
3915,Facebook YAPPakistan,2022-07-12 00:00:00,Åhmåř Ķhåŋ,excited yap,,positive
3916,Facebook YAPPakistan,2022-07-12 00:00:00,Aliya Batool,waiting list ye akhir aapka very soon soon ka waqt aakhir kab khatam hoga aur hum waitinglist join kr payengy ,,positive
3917,Facebook YAPPakistan,2022-07-12 00:00:00,Tahir Nazir,i m already using sadapay and nayapay waiting for exploring your services,,negative
3918,Facebook YAPPakistan,2022-07-12 00:00:00,Adnan Rafeeq,best wishes  and much excited to use yap,,positive
3919,Facebook YAPPakistan,2022-07-12 00:00:00,Shan Haider,nan,,positive
3920,Facebook YAPPakistan,2022-07-12 00:00:00,Mustafa Farooq,are we waiting for 14th august for this to launch in pakistan ,,positive
3921,Facebook YAPPakistan,2022-07-12 00:00:00,Imtiaz Ahmad,best wishes  and much excited to use yap,,positive
3922,Facebook YAPPakistan,2022-07-12 00:00:00,Qasim Bashir,qyamat anay se ek do din pehle launch kren ge ye,,negative
3923,Facebook YAPPakistan,2022-07-12 00:00:00,Mahar Haseeb Kpt,waiting list,,negative
3924,Facebook YAPPakistan,2022-07-12 00:00:00,Syed Muhammad Hassaan,what s the true meaning of soon ,,positive
3925,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Abrar,how many years more,,negative
3926,Facebook YAPPakistan,2022-07-12 00:00:00,Mr Faizan,nan,,positive
3927,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Hammad Shakir,kb aa rahi ha ya yap pakistan,,positive
3928,Facebook YAPPakistan,2022-07-12 00:00:00,Syed Fahad Hashmi,do it fast please ,,positive
3929,Facebook YAPPakistan,2022-07-12 00:00:00,Muzammil Hayat,when we get access,,negative
3930,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Awais Sheikh,waiting,,negative
3931,Facebook YAPPakistan,2022-07-12 00:00:00,Mubashar Riaz,sir pls early access day dain i m waiting,,negative
3932,Facebook YAPPakistan,2022-07-12 00:00:00,Hassan Mustafa,how yap is different from the others ,,negative
3933,Facebook YAPPakistan,2022-07-12 00:00:00,Saif Khan,when are you starting your waiting list i m anxiously waiting for months now,,negative
3934,Facebook YAPPakistan,2022-07-12 00:00:00,Husnain M. Balouch,when early access will be enabled and how to join,,negative
3935,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Usman,early access kb mily gi ,,negative
3936,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Bilal Mughal,we are waiting for yap kahi aisa to nahi sadapay ki tarha hype create karna 2 3 sal truck ki light k peachy lgana or end per aa kar sirf or sirf online payment k liye cards provide karna sadapay say to acha nayapay nikla baad main aa kar sadapay say achi service provide ki online payments k sath sath complete internet banking channel,,positive
3937,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Usman,jaldi se waitlist start kr do ,,positive
3938,Facebook YAPPakistan,2022-07-12 00:00:00,Saqib Ali,allah aapko kamyaab karay ameen,,positive
3939,Facebook YAPPakistan,2022-07-12 00:00:00,Mɽ Ahmad,love you yap ,,positive
3940,Facebook YAPPakistan,2022-07-12 00:00:00,Ahmed Leghari Baloch,when the waiting list comes up,,negative
3941,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Hamza official,laugh date,,positive
3942,Facebook YAPPakistan,2022-07-12 00:00:00,Abdul Rehman,app konsi hai,,negative
3943,Facebook YAPPakistan,2022-07-12 00:00:00,Ñømāñ Műğhāł,kb ara pakistan,,positive
3944,Facebook YAPPakistan,2022-07-12 00:00:00,Imtiaz Ahmad,sir kab lunch ho ga,,positive
3945,Facebook YAPPakistan,2022-07-12 00:00:00,Aliaan Shams,waiting for the official launch of yap anxiously  almost 3 5 months se mein dekh raha hun yap ki news ko aur yahi idea hua he k yap bht jald pakistan ki 1 fintech company banney wali he best of luck ,,positive
3946,Facebook YAPPakistan,2022-07-12 00:00:00,Malik Zulkifl,i m waiting,,negative
3947,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Ahmad Mushtaq,waiting list please,,negative
3948,Facebook YAPPakistan,2022-07-12 00:00:00,Khalil Khaki,waiting is so so sweet,,positive
3949,Facebook YAPPakistan,2022-07-12 00:00:00,Kimran Miran,hi sir main jab subha tea lita hun tu har roz google par chack karta hun yap pakistan sign up ka option aya kia,,positive
3950,Facebook YAPPakistan,2022-07-12 00:00:00,Malik Zulkifl,i m,,negative
3951,Facebook YAPPakistan,2022-07-12 00:00:00,Awais Khan,sir main nay apny dost say 5000 ki shirt laga aie hai key phly mian sap aye ga yah yappakistan aye ga sir main ny ap pir shirt laga di hai mujhy yaqeen hai key main jeet jao ga kyune key mian sap ny kaha hai key ab tak gherat ki koi ase goli nahi bani jisy main kah ke waps aa jo,,positive
3952,Facebook YAPPakistan,2022-07-12 00:00:00,Husnain M. Balouch,waiting for yap pakistan,,positive
3953,Facebook YAPPakistan,2022-07-12 00:00:00,Alee Raxa,i can see a giant is on its way more power to you our own yap,,negative
3954,Facebook YAPPakistan,2022-07-12 00:00:00,Awais Khan,sir jitna main ap ko follow kir rah hn ise jitna main isy follow kirta to woh aj mery bacho ki maan hoti ,,positive
3955,Facebook YAPPakistan,2022-07-12 00:00:00,Ali Raza,lunching kab thek ho rayi ha ap ki application or sarvice,,positive
3956,Facebook YAPPakistan,2022-07-12 00:00:00,Farooq Azam Jee,laundring is hard to find but if good advisors work hard it can easily found,,positive
3957,Facebook YAPPakistan,2022-07-12 00:00:00,Sami Ullah Tahir,good work,,positive
3958,Facebook YAPPakistan,2022-07-12 00:00:00,Malik Hani,sabar ka phal meetha hota h sabar kren bahut jald launch hoga,,positive
3959,Facebook YAPPakistan,2022-07-12 00:00:00,AbdulRehman Jewellery Wala,good thing if the head is good then the training will be good then if the training is good then the company will give its service well,,positive
3960,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Sohaib Javed,awaiting yap to inaugurate,,positive
3961,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Hammad Shakir,good but when you lunch your service,,negative
3962,Facebook YAPPakistan,2022-07-12 00:00:00,Mohd Osman,why do you have to train peeps it only needs an it system to combat aml,,negative
3963,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Usman,nan,,positive
3964,Facebook YAPPakistan,2022-07-12 00:00:00,Mr Faizan,sir 2025 tak launch ho jaye to behter hoga kindly is se late nahi please ,,positive
3965,Facebook YAPPakistan,2022-07-12 00:00:00,Haashi Bhai,i need your yap card how i can got ,,negative
3966,Facebook YAPPakistan,2022-07-12 00:00:00,Sajid Mustaqeem,waiting list link,,negative
3967,Facebook YAPPakistan,2022-07-12 00:00:00,Zeeshan Ali,how many time more,,negative
3968,Facebook YAPPakistan,2022-07-12 00:00:00,Malik Rehman,kab ayaa ga,,positive
3969,Facebook YAPPakistan,2022-07-12 00:00:00,Pervaiz Ali,when yap start service in pakistan,,positive
3970,Facebook YAPPakistan,2022-07-12 00:00:00,Syed Haider Ali Shah,when launch yap in pakistan,,positive
3971,Facebook YAPPakistan,2022-07-12 00:00:00,Farrukh Sabri,   ,,positive
3972,Facebook YAPPakistan,2022-07-12 00:00:00,Usama Khan,you have made all of us proud all the best,,positive
3973,Facebook YAPPakistan,2022-07-12 00:00:00,Ali Raza,mashallah ,,positive
3974,Facebook YAPPakistan,2022-07-12 00:00:00,Mabs Razzaq,maa shaa allah very nice and wishing all of you involved with this venture success,,positive
3975,Facebook YAPPakistan,2022-07-12 00:00:00,Malik Yahya Khan,impressive,,positive
3976,Facebook YAPPakistan,2022-07-12 00:00:00,Umar Asghar,it hasnt been launched in pakistan yet july has started,,negative
3977,Facebook YAPPakistan,2022-07-12 00:00:00,WQ Masood,wowgreat bhai ji mashaallah ,,positive
3978,Facebook YAPPakistan,2022-07-12 00:00:00,Mirza Waqas,maashaaallah,,positive
3979,Facebook YAPPakistan,2022-07-12 00:00:00,Shakeela Siddiqui,adorable welldone,,positive
3980,Facebook YAPPakistan,2022-07-12 00:00:00,Azam Rafiq,mashallah meharyab niazi warmest congratulations on your achievement wishing you even more success in the future,,negative
3981,Facebook YAPPakistan,2022-07-12 00:00:00,Azra Iftikhar,mashsallah,,positive
3982,Facebook YAPPakistan,2022-07-12 00:00:00,AbdulRehman Jewellery Wala,   ,,positive
3983,Facebook YAPPakistan,2022-07-12 00:00:00,Danial Niazi,mashaallah nice,,positive
3984,Facebook YAPPakistan,2022-07-12 00:00:00,Saqib Ali,nan,,positive
3985,Facebook YAPPakistan,2022-07-12 00:00:00,Saqib Ali,maa shaa allah very nice and wishing all of you involved with this venture success,,positive
3986,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Hammad Shakir,kb start hona ab lunch kr bhi doo ,,negative
3987,Facebook YAPPakistan,2022-07-12 00:00:00,Mohammad Osman,meharyab niazi well done,,positive
3988,Facebook YAPPakistan,2022-07-12 00:00:00,Maaz Imran,allah ka wasta launch kr do,,positive
3989,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Nazim-Yasir,ye soon ka end kab hoga,,positive
3990,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Ibrar Sabir,pakistan mn kab lunch hoga,,positive
3991,Facebook YAPPakistan,2022-07-12 00:00:00,Mohsin Ali,any time frame,,positive
3992,Facebook YAPPakistan,2022-07-12 00:00:00,Âh Âð ÇH,kr diyo launch khuda da na e ,,positive
3993,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Abrar,coming soon maybe in 2060,,negative
3994,Facebook YAPPakistan,2022-07-12 00:00:00,Muhammad Usman,great sir g ,,positive
3995,Facebook YAPPakistan,2022-07-12 00:00:00,A K Khan Jano,in 2050,,positive
3996,Facebook YAPPakistan,2022-07-12 00:00:00,Fahad Muneeb Ranonja,launch v kr do chawlo,,negative
3997,Facebook YAPPakistan,2022-07-12 00:00:00,Engr Rashid Ali,na yap aya na he humara ex pm nawaz shareef dekh ty ha pehle kon aata ha,,positive
3998,Facebook YAPPakistan,2022-07-12 00:00:00,TaLha AhMad,me waiting for yap,,negative
3999,Facebook YAPPakistan,2022-07-12 00:00:00,Zia Ul Haq,yap pakistan still waiting for the launch in pakistan,,positive
4000,Facebook YAPPakistan,2022-07-12 00:00:00,Mohsin Naqvi,top fan mohsin naqvi,,positive
4001,Facebook YAPPakistan,2022-07-12 00:00:00,مجیب الرحمٰن,kab aye ga pakistan,,positive
4002,Facebook YAPPakistan,2022-07-12 00:00:00,AL Zrar Clicker,eid ko launch hoga,,positive
4003,Facebook YAPPakistan,2022-07-12 00:00:00,Ghani Rehman, yap     ,,positive
4004,Facebook YAPPakistan,2022-07-12 00:00:00,Mr Faizan,launch date how much more time years months or days,,negative
4005,Facebook YAPPakistan,2022-07-12 00:00:00,Sheikh Fasil,launch krdo,,positive
4006,Facebook YAPPakistan,2022-07-12 00:00:00,Awais Khan,sir hnr sady hal ty reham kiro tay app v lanch kir do itna to main nay apni gf ka intezar nahi kia jitna ap ki app ka isy jitna is ka intezar kirta to meri is say kab ki shadi bh ho gai hoti,,positive
4007,Facebook YAPPakistan,2022-07-12 00:00:00,Mehar Muzamil Mzb,waitlist dedo zalimo,,positive
4008,Facebook YAPPakistan,2022-07-12 00:00:00,مجیب الرحمٰن,laung kardoo,,positive
4009,Facebook YAPPakistan,2022-07-12 00:00:00,Abdul Rehman,lai rakho shughal mela,,positive
4010,Facebook YAPPakistan,2022-07-12 00:00:00,AL Zrar Clicker,shaikh chili waly khwab choro launch kab kr rahy ho pak mn,,positive
4011,Facebook YAPPakistan,2022-07-12 00:00:00,AbdulRehman Jewellery Wala,            ,,positive
4012,Facebook YAPPakistan,2022-07-12 00:00:00,Mehar Muzamil Mzb,waitlist link share kr do ab,,negative
4013,Facebook YAPPakistan,2022-07-12 00:00:00,Hafiz Chaudhary,yar kab kar rhe ho launch,,positive
4014,Facebook YAPPakistan,2022-07-12 00:00:00,Mohammad Ajmal,        ,,positive
4015,Facebook YAPPakistan,2022-07-12 00:00:00,مجیب الرحمٰن,lanung karooo,,positive
