,Source,Datetime,Username,Review,Region
1466,playstore,2021-12-05 04:59:14,heaventouchx,Disgusting Why dont open Unfortunately closed,
1467,playstore,2021-12-05 03:36:37,Hala Hussain,Save for the future,
1468,playstore,2021-12-04 16:53:35,Victor Ikpitah,Are Nigerians allowed to have an account with this platform,
1469,playstore,2021-12-04 15:42:38,Harrison Nwokeji,One of the worse app ever in UAE it was nice your card was sent 2 to 3 days but is up to a month now the card is not yet activied maybe it will get to a year your support team always say we will work on it and keep sending me useless messages please block my account I don t need such account anymore,
1470,playstore,2021-12-03 22:42:30,DO SOMETHING CHANGE ANYTHING,its good i just ragister to my account at yap app platfrom but i m confuse only one thing where can i deposit my extra saving money at yap account means where is yap brance or future they can open his own brance in uae,
1471,playstore,2021-12-03 14:00:02,Mun Chou,Very bad app unuseful since a month did not activate at all,
1472,playstore,2021-12-03 10:07:00,amos emuobosa,Always discriminate African nationality but why,
1473,playstore,2021-12-03 04:18:19,TheB effects,                                ,
1474,playstore,2021-12-03 00:34:20,winnie Nanyonga,Good,
1475,playstore,2021-12-03 00:20:09,kabir ali,Its good,
1476,playstore,2021-12-02 21:19:29,Rozalia Khamees,When is my account going to be activated Received my card about 2 months ago and nothing has happened Yes yap the card stuck in my wallet,
1477,playstore,2021-12-02 21:00:08,Khaleel Ahmed,Very good,
1478,playstore,2021-12-02 18:42:40,Anne Gonzales,My experience was Funny after i scanned my id all details was correct Then i confirmed it says im under 0age,
1479,playstore,2021-12-02 18:02:33,Hayran Salik,Nice card,
1480,playstore,2021-12-02 17:54:16,Saheerudeen Sharafudeen,,
1481,playstore,2021-12-02 16:24:38,victor onyia,I advice everyone not to download this useless app please This is worst than anything you could imagine and just forget about all the lies they portray this app is nonsense and it definitely crashes after getting your details,
1482,playstore,2021-12-02 13:46:45,Zulqarnain Tariq mahmood,Very good,
1483,playstore,2021-12-02 12:24:08,Abdullah Khalifi,I can t open my app after the update,
1484,playstore,2021-12-02 11:04:18,Mr. D,i received my card 1 week but still not activated mygod what happened and they say maintenance after that i cannot open please fix this thanks,
1485,playstore,2021-12-02 10:51:57,Hussien Elkholy,Asking me for update And there s no option to update After maintenance done can t open it Can t pay or get cash,
1486,playstore,2021-12-02 01:44:18,Bobby,Well you can t sign up because you have some specific nationality ridiculous,
1487,playstore,2021-12-01 23:30:05,RIZWAN BAJWA,May be good app,
1488,playstore,2021-12-01 23:00:16,Icey Booc,not good promise,
1489,playstore,2021-12-01 22:43:57,Usman sadique,Nice,
1490,playstore,2021-12-01 21:22:02,Muhammad Nadeem,Good,
1491,playstore,2021-12-01 20:57:44,Akshay Sandhu,Hi I was having an issue with my app not working I was asked to close my other account with the bank I closed the account and I am waiting for you to restart my YAP account Today the app is asking for update and cannot use it Can anybody pls help me out with my YAP account,
1492,playstore,2021-12-01 20:45:25,MD SARFARZ ANSARI,Awesome,
1493,playstore,2021-12-01 20:30:22,Emmanuel Yamoah,It seems like a good app i like the UI But am still waiting for my pin so that i can fully analyse its functions,
1494,playstore,2021-12-01 20:18:44,JASON JOHN,Very good,
1495,playstore,2021-12-01 19:53:29,Atiq Khan,Which bank in uase yap atm Can you explain plz,
1496,playstore,2021-12-01 19:26:37,Anum Hassan,Good,
1497,playstore,2021-12-01 19:11:48,Mohammed Al Harbi,It s an amazing Digital Banking experience as I was waiting for YAP to start since last year 2020 the registration and receiving the card was as promised within short time the only challenge was the activation of the account which took almost 5 days but whenever I talked to YAP customer service they were supportive and respectful Over all I really appreciate YAP services and it s my pleasure to be part of this innovative journey in Digital Banking Keep it up YAP team and wish best of luck,
1498,playstore,2021-12-01 18:42:50,Jordan Bulatao,Excellent Im sending money to my home country in Philippines they received in just 2 minutes Big wow so impressive this card both local and international,
1499,playstore,2021-12-01 18:04:28,Charles Gyening,Very good banking experience After card activation I transferred money from my other ewallet to my yap account and the money reflected in less than 2 hours The virtual card is a brilliant service alternative for online shopping The user interface is great and there are several option to manage your account However it takes long for the account opening and activation to go through One has to be in the queue for a long time and that s discouraging,
1500,playstore,2021-12-01 17:41:01,victor okonkwo,A very useless app Downloaded received my debit card scanned ID After 33 days app still pending activation,
1501,playstore,2021-12-01 16:53:01,Basheer Hassan,I have problem when i logging my yap account the account still shows me is on process please make my account ready,
1502,playstore,2021-12-01 16:34:18,abel lansangan,Very nice,
1503,playstore,2021-12-01 16:30:09,sinto millees,Not good,
1504,playstore,2021-12-01 16:21:22,Md. Sohidul Islam,Apk not working,
1505,playstore,2021-12-01 12:37:08,Ahsan Saeed,I was about to create an account and just thought to view the reviews Plenty of 1 star reviews and complaints changed my mind to not create an account Thanks,
1506,playstore,2021-12-01 09:23:18,Derrick Pereira,App refuses to open on Android 12 crashes on open every single time For a digital bank this effectively means your services are worthless Will update my rating once issue is resolved Edit This get more hilarious Used the iOS version since I was stuck when transferring funds via debit credit card I m thrown an error saying get this Your entered amount should be between AED 0 00 and AED 0 00 Clowns,
1507,playstore,2021-12-01 04:32:25,Imran Dar,Best I ma happy Yesterday activate my card and today I got 50 AED BONUS FREE THANKS,
1508,playstore,2021-11-30 22:23:44,Shams Siddiq,The app is still very buggy sometimes it works fine sometimes it just refuses to do simple things and either crashes or re starts particularly i am having crashing issue with add beneficiary it crashes every time i want to add a new beneficiary bank account that to after the OTP is filled and its the last step Please work on optimization across devices and UX of the app such small things keep it from being a very very good banking services app for youth,
1509,playstore,2021-11-30 20:36:19,sultan Al Ali,When the app will be available in Huawei store I can t use it because it needs to be updated,
1510,playstore,2021-11-30 18:12:45,Amro Mohamed,Poor app it doesn t even read a an uae id card,
1511,playstore,2021-11-30 17:02:11,J J Vlogs,Yesterday I receive the Debit card But Till now i dont receive the code for activate the card In the YAP App it shows still Shipping,
1512,playstore,2021-11-30 11:28:34,Tunde Obayomi,Good,
1513,playstore,2021-11-30 00:08:50,Multani Dubai Vlogs##,Ghuwais ggy,
1514,playstore,2021-11-29 23:21:14,Syed ABDUL HAIRU,Unable to open the App After installing i tried to open it asking for update but there is no more new updates found in play store I tried twice,
1515,playstore,2021-11-29 19:55:47,Blanco Yosuf,Very fast to deliver good customer service I don t understand why all these people with these negative comments till now things are going smoothly but is there any charges for this card,
1516,playstore,2021-11-29 19:49:58,Boriif Oromiyaa,Teacher,
1517,playstore,2021-11-29 19:42:47,Asal Asal,Is not accept id card,
1518,playstore,2021-11-29 14:15:55,Amandeep Singh,Please have some promotions on the app like movie tickets shopping,
1519,playstore,2021-11-29 12:47:50,alabbas mrhej,Nice app,
1520,playstore,2021-11-29 08:10:30,Love Preet,Very nice application Good working I had card I did shoping on that card at market I like this application to much good Thank you so much for make this application,
1521,playstore,2021-11-29 05:50:24,Riaz Nigar Technical,Wich bank atm and cdm we can deposit the cash,
1522,playstore,2021-11-29 04:49:45,Wakate,Literally fools you into being accepted then tells you it is not possible to create an account for you without even mentioning WHY Absolutely ridiculous What a waste of time,
1523,playstore,2021-11-28 08:27:19,Ahsan Gilani,Easy access and no additional charges,
1524,playstore,2021-11-28 02:40:14,КH A W A R HU SS АI N,Good,
1525,playstore,2021-11-28 00:49:11,Haroon Salamat,Good,
1526,playstore,2021-11-27 21:55:03,Sharan Sharan,Easy to use,
1527,playstore,2021-11-27 19:13:53,Mohsin Raza,Very easy to use,
1528,playstore,2021-11-27 19:11:39,Sohail Ahmed,I down load app it s working okay now I get card but its shows app need to update I try to uninstall but still no plz do something,
1529,playstore,2021-11-27 18:40:11,Polo Lomo,Good,
1530,playstore,2021-11-27 18:24:03,Abdulrahman Mustafa,The account will not be activated for syrain nationalty as per customer support of YAP,
1531,playstore,2021-11-27 17:57:37,Alejandro jr Pepito,Why i cant update,
1532,playstore,2021-11-27 17:55:46,Addi Cel,After installing and activation today I opened the app its says update the app to open but there is no update I even uninstall it and install again but same,
1533,playstore,2021-11-27 16:31:20,jay sean,This is not scanning new Emirates Id cards,
1534,playstore,2021-11-27 15:51:31,Abdullah Jan,Cool,
1535,playstore,2021-11-27 14:11:49,Mujeeb Thalangara,good,
1536,playstore,2021-11-27 12:07:18,mansur shoaib,Been three weeks since I made an account and got a card almost a month and my account still hasn t activated Customer service is super slow They don t respond back on time No queues etc Very Poor,
1537,playstore,2021-11-26 19:39:59,Khalid Rehman,I received my YAP card woth in 3 days but after receiving the card more than 8 days my account is still in proces still not active How many days it takes time for activation process thanks you,
1538,playstore,2021-11-26 19:24:36,shani vlogs96,Super application ,
1539,playstore,2021-11-23 17:48:49,Arbaaz Khan,I got my Card in 2 3Days as scheduled But after receiving the Card the activation of account is in process I wanted to know how many more days you need to verify my details It s been nearly 12 days I received my Card Activation of account is still in process Contacted the Customer Support also but there was no positive answer with this issue None of the Banks in UAE have such procedure to open an Account,
1540,playstore,2021-11-20 03:14:34,Aaron Kadri,Customer service is so slow to respond Wonder why its taking you guys so long just to activate the card Not a good start at all,
1541,playstore,2021-11-18 14:03:08,Aswin Iruppayil Raj,This app should be called as an IBAN generator with a plastic card I use my YAP card to teach shapes to my toddler and sometimes use it as a ruler 8 5cm to he precise I have been waiting for more than a week and they are still scanning and verifying my EID If you want to experience digital banking take a LiV card or open an ADCB account Please dont waste your time Anybody signed up are liable for cancellation charges I hope I get my account active by 2022,
1542,playstore,2021-11-17 18:40:17,lawrence ogbuagu,Everything about the app is nice respond Delivery but what is the reason of waiting for days just for activation this is already 2 days waiting for you guys to activate my card,
1543,playstore,2021-11-17 02:05:44,Saddam Hussain Sk,my account not activate till now 3 week ago I receive my yap card,
1544,playstore,2021-11-16 16:59:39,zohaib younas,Extremely bad experience got my card in 3 days after that waited for weeks for activation at the end once it got activated I did my first deposit 2 weeks ago but still my balance is zero after contacting them and giving them the transfer receipt the only thing I have heard from them that we are investigating and will get back to you since than didn t got any clear answer Who ever deciding to create an account please read the reviews first otherwise you will regret,
1545,playstore,2021-11-16 15:38:11,Sabir t,Great User Friendly App with lots of really usefull features like instant money transfer to friends and family ,
1546,playstore,2021-11-15 15:15:42,Ibrahim Mohamed Ali,Worst banking app and worst service I d ever seen my account couldn t activated I contacted them and I didn t get back from them for more than one week and after that the agent through WhatsApp didn t help I will never ever download this app again and I will not refer this to anybody This services don t deserve even one star,
1547,playstore,2021-11-14 18:55:17,calipeez quest,very poor service its taking forever to activate my account i have never seen where you are given ATM without account activation,
1548,playstore,2021-11-14 18:49:08,perpetua imuetinyan,It s unacceptable very poor service What is so difficult in activating account it s weeks now noting has been done to activate my account,
1549,playstore,2021-11-10 10:47:57,Imtiaz Uddin,I have received my YAP card on 31 10 2021 But in this 11 12 days they are unable to active my account I contact with there help centre through live chat they wait and wait And they Don t know how many days it takes for activate my account Very Disappointing,
1550,playstore,2021-11-08 12:53:56,mahendra mahto,YAP Digital Banking is very,
1551,playstore,2021-11-07 13:53:10,GT Salah,Biggest dumb application ever seen after scanning id they told u were are sorry to complete then application getting crashed and no customer service care u about this problem even u send millions of emials and massages jo one reply to u i advise to go liv card better than trash worst application,
1552,playstore,2021-11-07 03:41:48,Ahmed Elnahrawy,Perfect app,
1553,playstore,2021-11-05 19:13:55,nancy kimondo,I love this banking experience,
1554,playstore,2021-11-04 23:54:24,Anthony Dolmajian,Bad banking app it s frustrating can t even verify for more than 2 weeks,
1555,playstore,2021-11-04 21:33:39,Dani Oneisse,Amazing App Love it Made my life much easier,
1556,playstore,2021-11-04 13:02:15,Sultan Khail,its been over a month and my card is not activated yet contacted customer service so many times it seems they just copy and paste the exact words in online chat support and tell you to have a nice day I am csncelling this card its just a waste of time,
1557,playstore,2021-11-03 19:02:57,Natasha De Souza Allegria,Super quick and effortless to sign up to The service from the YAP team has been incredible The app has been easy to navigate around Very happy thank you,
1558,playstore,2021-11-03 14:31:07,ebrahim ultracap,I can t even activate my account because the name on the id and account is different i waited 3 weeks for the card and the activation and they say its not clear like 5 send new one when I send a new one they say the name doesn t match you can t create the account worst app and service ever,
1559,playstore,2021-11-02 23:30:39,Rashid Khan,Not downloading this apps,
1560,playstore,2021-11-02 15:12:48,Mohammad Nadeem Khan,Great app and easy to use I have been using it since last month I have not had any problem yet and like other banks it does not have any additional charges Please do not leave any feedback before using it Many of the things written against it here are not true and if anyone has a problem you can complain to the helpline and solve it,
1561,playstore,2021-11-01 18:36:49,Mohammad Nadeem Khan,If this is your service then this is my first and last month It has been three hours since I deposited my salary on it but I have not received it yet Is This Your Extraordinary Service When I called the helpline after listening to me there I was put on hold and then I had to cut off the call at the end of eighteen minutes and call again But my problem has not been solved and the money has not been received in my account yet,
1562,playstore,2021-11-01 11:49:03,yehya salah,I will give you 1 star for the concept I was thinking of scaling your business to my courier drivers but man does your process take forever Delivery after one month delivery driver didn t bother to come up to my office so he doesn t pay parking 2 aed and now the long pending of account activation Hopefully we can see improvement and talk business later but seeing the comments below I don t think the criticism is taken seriously,
1563,playstore,2021-11-01 10:56:32,vali hashami,Couldn t complete the registration When you want to scan the emirates ID it says glare detected The customer service kindly contacted me and guide me to uninstall it and install the applicatio again I ve done it but now I have this error we couldn t scan your name and nationality on the card,
1564,playstore,2021-10-31 13:29:00,Muhammad Ramzan Shuakat Ali,I opened the account but I can t receive the my debit card,
1565,playstore,2021-10-30 22:36:46,rizal arun,Good response,
1566,playstore,2021-10-30 16:08:39,Chibuzo Ikechukwu,This app doesn t even worth giving one star after waiting for a million years to get the app activated I still waited for another years to get the card now am waiting for account activation this is the most useless bank I have ever seen I don t think I can ever recommend this to anyone very poor experienced,
1567,playstore,2021-10-30 11:12:27,Mohammed Roshan Ali Oberoi,I tried to open this app but it s saying that I gotta update the app in order to use depiste being the latest version Could you please fix it for me,
1568,playstore,2021-10-30 11:02:50,HENRIC OFFICIAL,Excellent,
1569,playstore,2021-10-29 14:46:49,bat za,It s not scanning my id i try in deffrent room deffrent light deffrent phone same It s must to be fixed,
1570,playstore,2021-10-28 19:12:08,Jamshedul islam jishan,Great Banking Service Yap can do it Simply,
1571,playstore,2021-10-28 14:27:04,Joseph Khater,Creating a Yap account takes 30 seconds activating it can take 30 days Requires a tons of paperwork document requirements are bank statements for the last 10 years Also sending out a card before activation While waiting for activation YOU have to follow up and contact support for additional requirements No way of canceling account A lot to learn from different digital banking apps present in the country,
1572,playstore,2021-10-28 14:05:49,Tins Jo,Bad experience,
1573,playstore,2021-10-27 16:33:23,Mehdi Ariya,I received the card after 10 days then they did not activate it LIV and SIB both are instant activation Yap far beyond those neobanks as they rely on thirdparty bank to approve each account individually,
1574,playstore,2021-10-27 16:05:00,A Xx,Very bad services one month card not active whole point of fintech is make things easy fast but YAP is much worse than old banks far worse and please for whoever reply on my msg from yap support team don t say call our customer service team because I done that for the last month only calling them and nothing fixed by the way how you expect us to put cash in this kind of financial institution if a simple card activing can t fix so tomorrow if we faced any transaction issues our money gone ,
1575,playstore,2021-10-27 15:51:39,Imran Arshad,Was able to get the app working after re intalling it back thank you YAP team for continuous follow up,
1576,playstore,2021-10-27 13:13:49,Nauman Khan,Where is the new update,
1577,playstore,2021-10-27 00:36:00,Marvelous Marvin Pascual,Thanks to your immediate response I appreciate your techinical advisor for having the time to know our concerns Marvelous way of banking Kudos,
1578,playstore,2021-10-26 20:55:21,Adel Adel,App full of bugs and not reliable at all,
1579,playstore,2021-10-26 18:48:56,UnlockYour5 UnlockYour5,Hi please guide me to cancel this card and account if it takes ages to get activated I got my card on 11th Oct 21 and its almost 15 days now but no response One more suggestion If taking valid Emirates ID is not sufficient Then you should be better than a government who issues this ID after all verifications,
1580,playstore,2021-10-26 17:25:03,Octavian Radu,The app is good Although I had to wait too much for the account activation now I can finally use it Appreciated that works with samsung pay Waiting for new features to come,
1581,playstore,2021-10-26 16:43:39,Cresilda Claro,It s very nice to used,
1582,playstore,2021-10-26 13:59:27,Muhammad Rizwan,Great way to manage your expenses and online shopping with peace of mind 5 star,
1583,playstore,2021-10-26 12:35:50,saif ullah,Good,
1584,playstore,2021-10-26 12:28:15,Mohammed faiz Swallah,The app was soo terrible I ve installed this app and with for so long to receive my card All of a sudden the app is not working anymore it said I have to update this app and I ve try it many times to update its not working out,
1585,playstore,2021-10-26 12:21:10,Syed Aqheel,Great app and convenient for opening an account Made it simplier and easier to open an account with having live agents to speak with for any account issues,
1586,playstore,2021-10-26 12:14:48,Bankole Abiodun,There service is good,
1587,playstore,2021-10-26 08:58:20,Moon aqeel,Very nice,
1588,playstore,2021-10-25 16:33:40,Twinkle Ahuja,Very easy and comfortable to use It took me less then a minute to sign up and request for a card Also a great way to transfer money,
1589,playstore,2021-10-24 21:26:03,pramodh kumar,Very user friendly app and account is opened in few days with minimum documents keep up the good work guys will definitely refer to all my friends and family,
1590,playstore,2021-10-24 17:03:52,Sarah Elbanna,Good app great interface and user friendly Account activation was a smooth and quick process Their customer service are very friendly and professional,
1591,playstore,2021-10-24 14:20:47,Mohsin Muhammad,User friendly App Prompt customer service Great experience,
1592,playstore,2021-10-24 03:31:28,Marwa Zaabalawi,I had the ads on Instagram i liked the idea then I came here to find very bad reviews so i decided to delete the idea thankd all for being honest thanks social media for letting ppl to say the truth not only getting impressed by ads,
1593,playstore,2021-10-21 22:15:49,Irfan Ali,To much tex for transfer and Add credit,
1594,playstore,2021-10-20 22:37:45,Manomohan J pillai,I in fact registered for the YAP almost 10 months back and nothing happened in between Three weeks back I installed YAP on my mobile but couldn t complete the registration process as the app kept on crashing whenever i tried to scan my id as per the customer care instruction i even sent the scanned copy of my id to the email provided but three weeks on nothing happened pathetic,
1595,playstore,2021-10-20 21:16:15,Mohamed Kamal,Verification is not working,
1596,playstore,2021-10-20 03:17:49,Ali Daher,I have never seen a bank that sends out a card and then makes me wait for over 4 days and it s still not even activated The idea is great but when it comes to reality I still believe that traditional banking is faster Even LIV your digital competitor is faster and only sends out the card after activation of the account When I called and texted the support team all they said was it will be activated soon Please do activate my account or just delete it as this is not acceptable at all,
1597,playstore,2021-10-19 22:32:17,Ibsen Raffik,I still have not been able to use my account after i got my card Its just funny to think such an app enters the market with LIV as its competitor Liv was way quicker Within 3 days my account was opened and all done got my card Yap Card was delivered in 2 days Even after that they need more time to activate my account This is just dumb,
1598,playstore,2021-10-18 00:19:31,Haider Ali,Most worst app in the app store,
1599,playstore,2021-10-17 17:53:17,Sumesh Suresh,I was in waiting list for 6 months Once i received the card their system has not activated the card saying technical issue So thats a total of 10 months When are you even going to solve your technical issue,
1600,playstore,2021-10-16 22:52:38,umair arif,And how and where can we deposit money in this ATM card And what is the guarantee that our money will be safe,
1601,playstore,2021-10-16 20:44:50,louson allan dsouza,How to update app I am unable,
1602,playstore,2021-10-16 18:19:07,Bilal Albalushi,I m open yap app but its want update but software upto date how to download update,
1603,playstore,2021-10-16 17:08:25,Siawo Nimay,I want to do a transaction and It asks me to update It does not give me any access to my account Compelled I go playstore and see no update What is this,
1604,playstore,2021-10-16 16:36:38,Muhammad,It s been the worst banking experience ever The customer service never replies on time The account hasn t been activated even after contacting multiple times and now the app has stopped working Don t recommend this at all,
1605,playstore,2021-10-16 15:54:35,Aisha Musa,It was fast but giving account is taking time,
1606,playstore,2021-10-16 15:39:24,Mohammed Shadab,Asking me to update when i open the app and when its redirected to play store it shows already updated What s going on,
1607,playstore,2021-10-13 23:48:40,mohammad hashim,very slow service i got my card on 5th October and still not activated my card and when i ask them for update they all reply the same still under process and send sms when completed,
1608,playstore,2021-10-13 21:32:50,kamran usmani,Its not only worst bank in uae its the worst bank in the whole world Doest even deserve 1 star First they ask you to install their app then they put you in waiting list After almost 1 year I got email that you will get your card I received my card delivery then here comes the pain now its has been more than 1 month they have not activated my card When you get in touch with customer service they give copy paste msg our partner bank is checking your application blah blah Dont fall into it,
1609,playstore,2021-10-13 17:06:47,Alex Bitar,Not usable app keeps crashing at launch Running Android 11 on Pixel 5,
1610,playstore,2021-10-13 16:25:51,Atul Bedi,Very disappointed It took more than 11 days and my account verification is still pending but his team give me same excuse every day when they did not listen to me I deleted their app after 10 12 days They have very third class service,
1611,playstore,2021-10-13 01:26:17,suneesh ks,Now its near to one month till now its not active,
1612,playstore,2021-10-11 01:50:37,Ali Hoteit,Very Bad Worst costumer service ever no one knows what to do When I get informed that it s related to RAK bank I through the card,
1613,playstore,2021-10-09 12:44:44,Surendra Tamang,To much come adds on my phone from this apps,
1614,playstore,2021-10-08 14:51:07,Obadah Muhammad,Could not edit my email address,
1615,playstore,2021-10-08 14:48:14,Jazeem Moideen Kutty,Please go through the fee and charges before start using the account Their charge for receiving domestic transfer reminded me of the early times of mobile phones when you had to pay for the incoming calls,
1616,playstore,2021-10-08 13:44:37,Marlboro Black,Its nice,
1617,playstore,2021-10-07 16:12:27,ظبياني dabiani crazy,Hey guys I m really I m using the app It s very cool it s very nice Oh I wanna think things Yelp for this app this is spanking Because this 1st technology on the  The 1st time I m using The card In Samsung pay Anxiety up for this service and you can use credit card or debit befor Opposite money Thanks Yap These guys don t want the app,
1618,playstore,2021-10-04 21:48:50,Rajab Ali,I got my debit card but not yet active since one month Disappointed,
1619,playstore,2021-10-04 10:31:35,m ansar,It s my suggestion I don t trust apps to handle my money Always believe banks only Amount I had in one of the India s paytm vanished in a night,
1620,playstore,2021-10-03 15:48:47,Fatima Ali,I try to scan the identity but it does not work I tried it several times but its not working Even the customer service did not respond to me which is disappointing If the problem is resolved I will raise my rating,
1621,playstore,2021-10-02 21:17:53,Jerry Wonda,Am begging yap to please activate my account I need this app please don t delay the activation I m really hurt and I have been waiting for my account to be activated what will I be doing with a debit card without an account to use it with please it s taking too long Plsssss,
1622,playstore,2021-10-02 17:18:29,Farrukh Memon,This banking platform will surely revolutionize the entire digital banking experience which was so much needed Absolutely loved the experience right from the boarding till recieving the card and tapping the yapping experience The interface is so beautifully designed and the app is so user friendly that it took me literally 10 minutes to understand all the features and benefits The best part and most striking feature is the analytics which can really help you keep a track of your expenses,
1623,playstore,2021-10-02 14:41:06,Zane,Discrimination against specific nationalities After 2 weeks of trying to activate my acount on the application I contacted customer support They did a great job They informed me that the reason I cannot open an account is because my ID says I belong to a certain nationality Absolutely stunned,
1624,playstore,2021-10-02 12:21:34,Jocelyn Noah,How long does it take to get the bank account detail And why does it take such a long time to activate the account Can you do it quickly because i really need the bank account to deposit money,
1625,playstore,2021-09-30 21:36:09,Abdallah Muftah,Tha app crashing all the time Edit they don t allow Syrian to open account,
1626,playstore,2021-09-30 15:51:22,Saurabh Kakkar,Hi Team I have received the card 3 days back but since then I am still stuck at account activation is in progress It seems though app is automated but backend is still manual driven,
1627,playstore,2021-09-23 17:51:43,bhawna varyani,2 or more friends of mine have joined from my link but it still shows 0 to me and there is no bumb in the que,
1628,playstore,2021-09-22 17:46:44,shahid shahmeer khan,Only waiting for 25 days no account activation may be service is joke,
1629,playstore,2021-09-21 12:11:55,Misbah Al Khadem,Trying to register it s failing to do so,
1630,playstore,2021-09-19 14:22:15,Anton Pryamostanov,Excellent application,
1631,playstore,2021-09-18 12:08:43,Husam habannakeh,Probably a bug that needs attention After the YAP app asks me to verify my email by opening the Gmail app thn every time I try to launch YAP app the phone keeps launching Gmail app instead,
1632,playstore,2021-09-15 18:13:27,M Adeel,Very Slow Service Received the Debit Card long time ago but account not yet activated I assume when account activation is that slow then what if in any day my money get stuck with them It will be impossible than so cancelled the plan to use the account,
1633,playstore,2021-09-11 23:51:10,Hamid Saeed,Plz don t install it Wrost service I ll not recommend any of my friend or colleague to use it Just waste of time to make account Plz don t install,
1634,playstore,2021-09-11 11:08:12,A b s,I cant upload my Emirates ID application automatically stoping,
1635,playstore,2021-09-10 02:44:58,FAISAL KHAN,good app got my debit card and activate it,
1636,playstore,2021-09-05 15:32:25,swapna achu,Update required to open the application,
1637,playstore,2021-09-05 14:12:40,ISHOLA System lomo,So nice,
1638,playstore,2021-09-01 11:45:41,Alireza Baloochi,Great support and nice UI so far,
1639,playstore,2021-08-25 19:45:47,Paulo Laureta,It says need to update the app but the application is already updated,
1640,playstore,2021-08-21 12:14:53,KHALID ALJANAHI,great app,
1641,playstore,2021-08-04 06:45:43,PHILIP AMEGBENYO,How can we bring this to Ghana A country in west Africa I can be your country Manager,
1642,playstore,2021-07-11 12:16:57,Ali Alkhajeh,My account activation is pending since months don t waste your time with yap,
1643,playstore,2021-06-21 11:22:48,Mohamed Abu Jubara,Worth the wait Love using it especially the money transfer and virtual card functions Can t wait for more functions to appear,
1644,playstore,2021-06-20 23:15:41,ziad azzam,This app didnt launch yet Dont download and waste your time Useless,
1645,playstore,2021-06-08 13:50:03,Emad Mansour,Awesome,
1646,playstore,2021-05-28 00:21:33,I am Minhas,Don t know what to do Clear your goals and then launch the app,
1647,playstore,2021-05-26 00:49:20,Akif Jamal,I think they are not clear on there plans and what needs to be done next Still on the same number a very poor experience as well uninstalling it,
1648,playstore,2021-05-17 16:42:16,Joel Wilson,Was so ready for this app But still stuck in the queue since past 2months on that same number havent changed at all Have lost patience and hope in this new app Wouldnt suggest untill this app has been launched as soon as possible and have done beneficial for the customer who have been waiting till now they have to do something for the lost time,
1649,playstore,2021-04-26 09:06:15,Fayyaz Ahmad,Very bad experience,
1650,playstore,2021-03-18 00:16:58,Monther Mansour, ,
1651,playstore,2021-03-18 00:15:53,Wheels Delivery,Great app,
1652,playstore,2021-03-16 04:40:33,Maryam Adeel,Worst app ever i tired 4 times in different phones but it s showing error kinda stay away from this app it s going wrong,
1653,playstore,2021-03-10 21:51:30,ZULQARNAIN,i love YAP amazing it is,
1654,playstore,2021-03-08 21:08:46,MAMDOUH ELMEKAWY,Not working,
1655,playstore,2021-03-08 17:58:59,NKWANGA ANDREW,This bank will solve all the problems,
1656,playstore,2021-02-27 16:43:48,najam jamal,Not starting after registering,
1657,playstore,2021-02-26 06:26:21,Ya Wa,Why u just keep us in Waiting list Please remove that or Solve it ,
1658,playstore,2021-02-25 12:09:15,Ajith Chandran,Its an excellent app for day to day banking I use for buying stuff in my daily life and came across the no problems,
1659,playstore,2021-02-25 11:13:39,Shais Memon,The app is really helpful and has a great design thats easy and simple to use I can see where I spend my money and all its details which helps with managing my spendings Recommended,
1660,playstore,2021-02-24 17:45:23,smart shah,it s amazing app it s very easy helpful for us no any problem and quickly reply via chat back I like it very much thank u u should to try this one,
1661,playstore,2021-02-24 17:17:10,Nuha Alami,Great app great design very cool features Highly recommend for anyone looking for a better digital banking alternative,
1662,playstore,2021-02-17 15:08:14,wisha khn,Very good app Good experience On tap money transfer Keep it up,
1663,playstore,2021-02-14 14:39:48,Prem Kym,Worse app can t stay log in can t create the account Even the service is not started yet they are keeping telling the people to be in the waiting list I have been in the waiting list for many months It s really sicked that you guys are doing marketing without launching,
1664,playstore,2021-02-10 12:45:47,Adebayoh music,Useless app not open,
1665,playstore,2021-01-03 23:31:58,Dolphin Hydrullic pipes,I think good apk,
1666,playstore,2020-12-31 19:26:24,sala456 ka,There is some problem plz solve it we can t share link to my friends,
1667,appstore,2022-01-19 09:23:04,Lulu Posts,YAP is a very convenient App for transferring money between my friends and family not only that it is also super beneficial and makes every day purchases so easy By adding my YAP card to my Apple Pay Wallet I tap it everywhere and at anytime especially when I am on a rush to buy things I dont need to carry my card around so thats makes it a seamless and easy process,
1668,appstore,2021-09-28 10:04:55,mr3aziz,Its been 4 days since Ive been using YAP Easily the top neobank in its category I applied for a card mid last week and had someone deliver my package 3 days later What I really like on here is the ability to create multiple virtual cards that really help control unnecessary spend Aside from that its just simple and straightforward unlike other banking apps that take away hours just trying to figure out how and where to navigate,
1669,appstore,2022-01-19 08:24:15,Moh Albushra,Simple Quick and convenient YAP offers a quick and convenient to you These are the most user friendly service app services offered for money transfer pay Friends and family receiving funds Your money is available within a few clicks and not to mention their security and member protected information If anything mysterious shows on my account my issue is resolved immediately or Im easily able to contact YAP support to assist with my issue I wish all apps were this easy continent and customer driven I recommend YAP to all friends and family Thank you YAP for the excellent service I truly appreciate every detailed process,
